"","custid","region","townsize","gender","age","agecat","birthmonth","ed","edcat","jobcat","union","employ","empcat","retire","income","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","address","addresscat","cars","carown","cartype","carvalue","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenure","card2tenurecat","carditems","cardspent","card2items","card2spent","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","lujo_si"
"2552","3877-LGSNNT-CP6","1","1","0",67,"6","Marzo",14,"2","3","0",30,"5","1",11,"1",7.7,0.519211,0.327789,"0","4","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","2",29,"5",2,"1","0",6.5,"1","0","1","3","2",18,"0","0","1","1","0","0","1","0","0","1","9","4","0","0","0","3","3","4","1",30,5,"1","1","3","1",21,5,9,129.14,4,83.86,"0","2",61,"0",16.45,1032.75,"0",0,0,"0",0,0,"1",17.5,1105,"0","0",0,"1","0","0","0","0","0","0","0","0","1",21,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"2553","2006-BYPNAG-XJ5","2","3","1",30,"3","Agosto",16,"3","2","0",1,"1","0",32,"2",13.6,1.39264,2.95936,"1","2","1",11,"1",2,9,1,1,0,0,0,0,7,"0","2",4,"2",3,"0","0",13.9,"1","0","0","2","1",28,"1","1","0","1","0","0","0","1","0","0","1","4","0","0","1","1","1","1","0",12,4,"4","3","2","0",8,3,9,278.66,8,179.61,"0","1",26,"1",7.65,206.7,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","0","0","1","0","0","0","0","0","1",18,"1","1","1","0","1","0","0","0","0","0","1","0","0"
"2554","0213-TLHOJE-2FY","3","1","1",40,"4","Febrero",13,"2","2","0",3,"2","0",25,"2",16.7,1.807775,2.367225,"0","2","1",13,"2",5,6,0,1,2,0,0,0,3,"1","3",10,"3",1,"0","0",17.3,"1","0","0","8","4",18,"0","0","1","0","0","0","0","1","0","0","9","4","0","1","0","2","2","2","0",23,5,"3","3","1","0",17,5,10,130.46,4,61.06,"0","3",43,"0",12.65,563.1,"0",0,0,"0",0,0,"1",6.75,295,"0","0",0,"1","0","0","3","0","0","0","0","0","1",29,"1","1","1","0","1","1","1","0","1","0","0","1","0"
"2555","1483-XVLIVC-A75","5","4","0",55,"5","Septiembre",16,"3","2","0",8,"3","0",29,"2",1.7,0.15776,0.33524,"0","1","1",17,"4",2,1,0,1,0,0,0,0,0,"1","3",19,"4",3,"0","0",11.8,"1","0","1","1","1",29,"1","1","0","0","1","0","1","0","0","0","9","4","0","0","1","2","2","3","0",21,5,"3","3","4","0",17,5,5,98.99,6,104.92,"0","2",38,"0",8.6,328.4,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","0","0","1","0","1","0","1","1","1",18,"1","1","1","0","1","0","0","0","0","0","0","1","0"
"2556","9813-TLUHXQ-RVZ","4","3","0",74,"6","Junio",17,"4","6","0",34,"5","1",26,"2",11.2,0.675584,2.236416,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",36,"5",3,"0","1",7.1,"1","1","0","1","1",12,"1","0","0","0","0","0","0","0","0","0","1","3","1","1","0","4","1","1","0",39,5,"3","2","1","0",27,5,10,255.98,7,153.11,"0","2",71,"0",28.65,1991.95,"1",45,3231.8,"0",0,0,"1",28.5,2100,"1","39.3",2793.6,"1","1","1","0","1","1","1","1","0","1",18,"1","1","1","0","1","0","0","1","1","1","0","0","0"
"2557","4461-GDUAPW-T5J","3","1","1",36,"4","Abril",19,"4","2","0",1,"1","0",142,"5",2.7,1.288224,2.545776,"1","1","1",18,"4",2,0,0,0,0,0,0,0,0,"1","1",10,"3",2,"1","1",69.4,"3","0","0","3","2",26,"0","0","1","0","0","0","0","0","0","0","9","4","0","0","1","4","3","4","0",18,5,"3","1","2","0",18,5,12,416.03,4,154.57,"0","2",58,"0",51.05,3031.45,"1",35.75,2090.7,"1",59.65,3374,"1",19,1015,"1","52.85",2982.05,"1","1","1","3","1","1","1","1","1","1",20,"1","1","1","1","1","1","1","0","1","0","0","0","1"
"2558","1487-NHDXVC-5H7","3","2","0",52,"5","Diciembre",10,"1","1","0",11,"4","0",35,"2",7.5,0.58275,2.04225,"0","5","1",14,"2",2,0,0,0,0,0,0,0,0,"1","4",12,"3",2,"0","1",17.7,"1","1","0","1","1",17,"1","0","0","0","0","0","0","0","0","0","9","6","1","1","0","3","2","2","0",28,5,"2","3","2","1",19,5,12,219.14,5,64.03,"0","2",60,"0",18.6,1129.2,"0",0,0,"0",0,0,"1",16.5,925,"0","0",0,"0","0","0","0","0","0","0","0","0","1",20,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"2559","4560-LMVFQV-52N","1","4","1",23,"2","Octubre",12,"2","2","0",0,"1","0",22,"1",2.1,0.176946,0.285054,"0","1","1",8,"1",6,0,0,0,0,0,0,0,0,"1","1",1,"1",2,"1","0",9,"1","0","0","3","2",25,"1","0","1","0","0","0","0","0","0","0","9","3","1","0","0","1","3","1","1",1,1,"4","4","4","0",5,2,10,242.84,4,111.3,"0","1",6,"0",4.4,29.8,"1",22,122.2,"0",0,0,"1",18.5,95,"0","0",0,"0","0","0","0","1","1","1","1","0","1",16,"1","1","0","0","0","0","0","1","0","0","0","1","0"
"2560","5464-GCECCU-MSL","3","2","0",18,"2","Octubre",13,"2","1","0",0,"1","0",14,"1",9,0.20286,1.05714,"0","2","0",-1,"-1",3,2,2,0,0,0,0,0,0,"1","1",0,"1",5,"1","1",7.6,"1","1","0","1","1",30,"1","0","0","0","0","0","0","0","0","0","9","3","0","0","0","2","1","2","0",0,1,"1","4","4","0",0,1,8,268.64,4,88.35,"0","1",8,"1",4.75,27.95,"0",0,0,"1",31.15,196.1,"0",0,0,"0","0",0,"0","1","0","1","0","0","0","0","1","1",23,"1","0","1","0","1","1","1","0","0","0","0","0","0"
"2561","4518-HAHJUN-O50","5","5","1",25,"3","Septiembre",14,"2","1","0",3,"2","0",27,"2",17.3,1.055646,3.615354,"0","5","0",-1,"-1",1,5,0,0,0,0,0,0,5,"1","1",3,"2",1,"1","0",3.2,"1","1","0","4","3",28,"0","0","0","1","0","0","0","0","0","0","9","3","0","1","0","4","1","4","0",1,1,"1","4","3","0",1,1,12,180.75,4,101.88,"0","1",2,"1",2.1,3.45,"1",32.25,61.7,"0",0,0,"1",7.5,5,"1","27.95",23.45,"0","1","1","0","1","1","1","1","0","1",26,"0","1","1","1","0","0","1","0","0","0","0","0","0"
"2562","7578-BMICAG-LYR","5","1","0",34,"3","Noviembre",17,"4","5","1",6,"3","0",123,"4",5.2,1.682148,4.713852,"0","5","0",-1,"-1",1,8,1,1,0,0,0,0,6,"0","2",7,"2",2,"1","0",81.2,"3","1","1","1","1",25,"1","1","0","0","0","0","0","0","0","0","9","3","0","1","0","4","2","1","1",14,4,"1","1","3","0",9,3,8,463.68,11,653.55,"0","3",17,"0",5.3,76.7,"1",25,434.9,"1",38.9,636.5,"1",94.5,1420,"1","28",414.85,"0","1","1","3","1","1","1","1","0","1",21,"1","1","1","0","1","0","1","0","1","0","0","0","1"
"2563","7865-YMUXWR-V8Y","1","1","1",20,"2","Mayo",15,"3","2","0",0,"1","0",14,"1",12.9,0.52374,1.28226,"1","2","1",11,"1",6,3,0,1,0,2,0,0,0,"0","2",0,"1",2,"1","0",4.8,"1","0","1","1","1",24,"1","0","0","1","0","0","0","0","0","1","9","5","0","0","0","4","3","4","0",2,2,"3","1","1","0",2,2,6,192.48,2,68.89,"1","1",27,"0",3.4,89.45,"1",26.5,748.65,"1",35.95,966.95,"1",14.5,400,"1","31.45",748,"0","1","0","3","1","1","1","1","1","1",16,"0","1","0","0","1","1","1","0","1","0","0","0","0"
"2564","7456-OTIDGE-MQC","5","4","0",25,"3","Septiembre",19,"4","1","0",0,"1","0",15,"1",1.5,0.065025,0.159975,"1","2","1",17,"4",4,0,0,0,0,0,0,0,0,"1","1",3,"2",4,"0","0",6.2,"1","0","0","1","1",31,"1","0","1","1","1","0","1","0","0","0","1","4","0","0","0","2","2","4","0",5,2,"3","1","2","1",2,2,3,55.51,3,56.85,"0","3",8,"1",4.1,35.15,"0",0,0,"1",24.1,189.95,"0",0,0,"0","0",0,"0","0","0","1","0","0","0","0","0","1",20,"1","0","1","0","1","1","1","0","0","0","0","0","0"
"2565","6922-VFSNSE-OIV","2","2","0",41,"4","Agosto",16,"3","6","1",11,"4","0",40,"2",7,1.7192,1.0808,"0","3","0",-1,"-1",1,2,0,2,0,0,0,0,0,"1","1",13,"3",3,"1","0",27.4,"2","0","1","1","1",28,"1","0","1","0","0","0","0","0","0","0","9","3","0","0","0","4","2","3","0",20,5,"3","1","3","0",14,4,5,226.99,3,87.59,"1","2",55,"0",7.35,406.65,"1",18,977,"1",46.25,2554.7,"1",36.5,2000,"1","40.95",2247.35,"1","1","0","4","1","1","1","1","0","1",19,"1","1","1","1","1","1","1","0","0","0","0","0","0"
"2566","8469-HTGXQY-IXQ","1","1","0",23,"2","Agosto",13,"2","1","0",1,"1","0",26,"2",3.1,0.219232,0.586768,"0","3","1",14,"2",4,2,0,0,0,0,2,0,0,"1","1",2,"1",1,"1","0",9.8,"1","0","0","4","3",19,"0","0","0","1","0","0","0","0","0","0","9","6","0","1","0","2","1","3","0",5,2,"3","2","4","0",5,2,8,227.89,4,98.58,"1","3",28,"0",8.5,227.75,"1",25.25,780.95,"1",32.9,948.1,"1",17.25,470,"0","0",0,"0","0","1","3","1","1","1","1","0","1",22,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"2567","7167-PVPMXU-NB7","4","1","0",48,"4","Octubre",10,"1","6","0",21,"5","0",140,"5",24.7,21.40502,13.17498,"1","5","0",-1,"-1",1,2,0,0,0,0,0,2,0,"0","1",21,"4",3,"1","0",61.3,"3","1","0","1","1",20,"1","0","0","1","0","1","0","0","0","0","9","6","1","1","1","3","4","4","0",21,5,"2","1","1","0",15,4,5,250.99,10,484.8,"0","3",43,"0",10.55,439.25,"1",36.75,1590.4,"0",0,0,"1",15.25,630,"1","31.15",1375.7,"1","0","1","0","1","1","1","1","0","1",23,"1","1","1","1","0","1","0","1","1","0","0","0","1"
"2568","9644-LHNIES-DGT","2","2","0",35,"4","Abril",13,"2","2","0",6,"3","0",23,"1",11.6,0.683008,1.984992,"0","5","1",13,"2",3,2,0,0,0,0,0,0,2,"1","3",12,"3",2,"1","0",11.9,"1","1","0","1","1",26,"1","0","1","0","1","0","0","0","0","0","1","6","0","0","1","4","2","1","0",10,3,"2","4","2","0",14,4,10,134.36,10,218.13,"1","1",37,"0",10.55,381.9,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",20,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"2569","5375-FSAMMB-RZ8","1","3","0",72,"6","Junio",10,"1","2","0",9,"3","1",15,"1",8.2,0.27183,0.95817,"0","3","1",13,"2",2,0,0,0,0,0,0,0,0,"1","4",36,"5",1,"0","1",8.3,"1","0","1","5","3",23,"1","0","0","0","1","0","0","0","0","0","9","4","0","0","0","2","4","4","1",38,5,"1","3","3","0",28,5,12,313.5,7,174.48,"0","2",71,"0",32.4,2338.8,"0",0,0,"0",0,0,"1",20.75,1385,"0","0",0,"1","0","0","0","0","0","1","1","0","1",19,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"2570","6337-NZXFWD-N86","5","5","0",34,"3","Abril",19,"4","2","0",1,"1","0",36,"2",3.6,0.396576,0.899424,"0","2","1",18,"4",5,0,0,0,0,0,0,0,0,"1","1",10,"3",4,"1","0",28.9,"2","0","0","1","1",25,"1","0","0","1","0","0","0","1","0","0","9","4","0","0","0","4","3","1","0",15,4,"1","4","3","0",12,4,4,66.45,6,201.01,"0","2",30,"0",7.4,183.9,"1",29.75,874.9,"0",0,0,"1",42,1240,"1","35.4",1005.05,"0","1","1","0","1","1","1","1","0","1",20,"1","1","1","1","1","1","1","0","0","0","0","0","0"
"2571","0493-QTNTOS-3AV","5","4","1",26,"3","Septiembre",19,"4","2","0",0,"1","0",25,"2",17.4,1.4529,2.8971,"1","1","1",19,"4",4,3,0,2,1,0,0,0,0,"1","3",2,"1",3,"1","1",12.8,"1","0","1","1","1",28,"1","0","0","1","0","0","1","1","0","1","9","4","0","0","0","2","1","1","0",7,3,"3","1","4","0",4,2,6,163.73,4,114.56,"0","3",8,"1",3.65,33.6,"1",15.25,129.55,"0",0,0,"1",26.25,175,"0","0",0,"0","0","0","0","0","0","1","0","0","1",20,"0","0","1","0","1","1","0","0","0","0","1","0","0"
"2572","7605-YXRGNQ-8BL","5","4","0",69,"6","Noviembre",13,"2","6","0",31,"5","1",28,"2",10.2,2.247672,0.608328,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",37,"5",1,"1","1",19.6,"1","0","0","7","4",27,"0","0","0","0","0","0","1","0","0","0","9","4","0","0","1","2","1","3","0",38,5,"5","4","1","0",29,5,8,120.14,6,102.75,"0","2",71,"0",18.75,1255.45,"0",0,0,"1",32.65,2380.4,"1",17.75,1180,"0","0",0,"1","0","0","2","0","0","0","0","0","1",20,"1","1","1","0","1","0","0","0","0","0","0","0","0"
"2573","6641-UWDGEB-YPP","5","2","1",58,"5","Marzo",20,"5","2","0",6,"3","0",149,"5",1.1,0.157344,1.481656,"0","3","0",-1,"-1",1,1,1,0,0,0,0,0,0,"0","2",22,"4",5,"1","1",84.8,"3","1","0","1","1",27,"1","1","1","1","0","0","0","1","0","0","2","5","0","0","0","4","1","3","0",10,3,"2","3","3","0",10,3,15,1050.62,3,120.15,"0","2",24,"0",4,110.85,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"1","0","0","3","0","0","1","1","0","1",17,"1","1","1","0","1","1","1","0","0","0","0","0","1"
"2574","9606-USYKZI-IH2","3","1","0",78,"6","Octubre",17,"4","6","0",38,"5","1",56,"3",29.3,4.298896,12.109104,"0","5","1",14,"2",2,1,0,0,1,0,0,0,0,"1","1",38,"5",3,"1","1",23.1,"2","1","0","1","1",18,"1","0","0","0","0","0","0","0","0","1","9","4","0","1","0","4","2","3","0",35,5,"2","2","3","1",26,5,8,119.98,0,0,"0","3",69,"0",18.4,1247.8,"1",27.75,1940.45,"0",0,0,"1",31.5,2145,"0","0",0,"1","1","0","0","1","1","0","1","0","1",25,"1","1","1","0","0","1","0","0","1","0","0","0","0"
"2575","1081-TGHPPI-1WZ","3","1","0",56,"5","Noviembre",13,"2","1","0",11,"4","0",77,"4",16.1,3.781085,8.615915,"0","5","0",-1,"-1",2,0,0,0,0,0,0,0,0,"1","3",24,"4",2,"1","1",45.4,"3","0","0","5","3",24,"0","0","0","0","1","0","0","0","0","1","1","3","1","1","1","1","2","4","0",21,5,"3","4","2","0",14,4,12,920.19,8,596.1,"0","2",47,"0",12.8,590.15,"1",23,1098.9,"0",0,0,"1",13.25,595,"0","0",0,"1","0","0","0","1","1","1","1","0","1",25,"1","1","1","0","1","0","0","0","0","0","1","0","1"
"2576","6793-BYBSHF-6MX","4","1","0",77,"6","Noviembre",12,"2","3","0",37,"5","1",26,"2",15,1.4235,2.4765,"0","4","1",9,"1",2,5,0,0,2,0,0,0,3,"0","1",40,"5",2,"1","1",9.7,"1","0","1","1","1",24,"1","0","0","0","0","0","0","1","0","0","9","4","0","0","0","4","2","1","0",39,5,"1","4","4","0",30,5,11,316.86,8,233.62,"0","3",72,"0",41.4,2935.25,"0",0,0,"0",0,0,"1",29.5,2065,"0","0",0,"1","0","0","0","0","0","0","0","0","1",15,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"2577","4249-GEYEMT-KB7","2","3","0",29,"3","Noviembre",21,"5","1","0",0,"1","0",86,"4",16.4,4.09016,10.01384,"0","2","1",16,"3",3,0,0,0,0,0,0,0,0,"1","3",9,"3",2,"1","0",57.8,"3","1","0","1","1",35,"1","0","1","0","0","0","0","0","0","1","9","2","0","0","1","4","1","1","0",11,4,"3","3","2","0",11,4,10,288.18,7,240.44,"0","3",47,"0",11.05,525,"1",27.25,1287.8,"0",0,0,"1",6.5,305,"1","31.9",1489.7,"1","0","1","1","1","1","1","1","0","1",22,"1","1","1","0","1","1","1","0","1","0","1","0","1"
"2578","8793-YTKFWK-XAM","4","3","0",31,"3","Mayo",11,"1","3","0",9,"3","0",38,"2",3.1,0.214396,0.963604,"0","4","1",14,"2",2,4,3,1,0,0,0,0,0,"1","1",8,"3",1,"1","1",27,"2","0","1","8","4",28,"0","0","0","1","0","0","0","1","0","0","2","6","0","1","1","2","4","3","0",14,4,"1","3","4","0",9,3,13,931.51,6,423.12,"0","3",18,"1",9.2,160.45,"1",19.5,367.6,"0",0,0,"1",14.5,245,"0","0",0,"0","0","0","0","1","1","1","1","0","1",16,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"2579","4419-JHBBCK-WPW","5","4","1",44,"4","Febrero",11,"1","2","0",1,"1","0",46,"2",3.8,0.059432,1.688568,"1","1","1",11,"1",5,0,0,0,0,0,0,0,0,"1","1",13,"3",3,"1","0",16.1,"1","0","0","1","1",27,"1","0","0","1","0","0","1","1","0","1","1","3","1","1","0","3","2","1","0",2,2,"2","3","1","1",3,2,5,138.7,4,146.73,"1","3",8,"1",4,34.8,"0",0,0,"1",26.5,225.05,"0",0,0,"0","0",0,"0","0","0","0","1","1","1","1","0","1",20,"1","1","1","0","1","0","0","0","0","0","0","0","0"
"2580","1336-ITNYBO-UNI","4","4","1",58,"5","Febrero",15,"3","3","0",19,"5","0",138,"5",8.4,0.591192,11.000808,"0","5","1",9,"1",2,1,0,1,0,0,0,0,0,"1","3",28,"5",4,"1","1",39,"2","1","0","1","1",26,"1","0","0","1","0","0","0","0","0","0","9","6","1","1","1","4","4","2","0",17,5,"3","2","1","0",20,5,14,435.24,6,226.72,"0","2",47,"0",15.5,775.75,"1",15.75,729.85,"1",43.75,2065.9,"1",19.5,945,"1","50.5",2414.85,"1","1","0","2","1","0","1","1","1","1",21,"1","1","1","0","1","1","0","0","1","0","0","0","0"
"2581","4723-AGQRLH-LDU","1","2","1",25,"3","Agosto",17,"4","2","0",0,"1","0",25,"2",4.9,0.55125,0.67375,"1","2","1",9,"1",6,1,1,0,0,0,0,0,0,"1","3",4,"2",3,"1","0",11.5,"1","0","1","1","1",27,"1","0","0","0","0","0","0","1","0","0","9","4","0","0","0","1","1","3","0",7,3,"3","3","3","0",6,3,11,509.84,12,511.92,"1","3",23,"1",10.95,227.3,"1",16,322.6,"0",0,0,"0",0,0,"0","0",0,"1","0","0","3","0","0","0","0","0","1",35,"1","1","1","0","1","1","1","1","1","0","0","1","0"
"2582","2438-IPWEVD-P6N","1","2","1",30,"3","Noviembre",19,"4","2","1",0,"1","0",48,"2",18.5,2.86824,6.01176,"1","1","0",-1,"-1",1,2,0,2,0,0,0,0,0,"0","3",2,"1",2,"1","1",19.6,"1","0","1","1","1",19,"1","0","0","0","0","0","1","0","0","0","9","5","1","1","1","4","2","4","0",2,2,"3","2","4","0",3,2,5,163.25,5,245.5,"1","3",3,"1",5.85,16.6,"1",24.5,60.95,"1",54.9,90.65,"1",8.75,5,"1","32.45",52.9,"0","1","1","3","1","1","1","1","1","1",20,"1","1","1","1","1","1","1","1","0","0","0","0","0"
"2583","6155-VWYTRC-LQP","2","1","0",44,"4","Mayo",11,"1","2","0",4,"2","0",36,"2",13,0.80496,3.87504,"0","3","1",15,"3",2,3,2,0,1,0,0,0,0,"1","1",12,"3",3,"1","0",9.7,"1","0","1","1","1",15,"1","1","0","0","0","0","0","0","0","1","9","1","1","0","0","2","2","1","0",24,5,"3","4","4","0",21,5,9,201.98,4,117.93,"1","2",54,"0",8.9,508.3,"0",0,0,"0",0,0,"1",41.5,2055,"0","0",0,"1","0","0","0","0","1","0","0","1","1",22,"1","1","1","0","0","1","1","0","1","0","0","1","0"
"2584","0030-HAVPBZ-2V8","4","1","1",77,"6","Diciembre",13,"2","4","0",42,"5","1",24,"1",5.2,0.029952,1.218048,"0","5","1",11,"1",2,3,0,3,0,0,0,0,0,"0","2",47,"5",3,"1","1",13.1,"1","1","0","1","1",15,"1","1","0","0","1","0","0","0","0","0","9","4","0","1","0","3","4","2","1",40,5,"1","3","3","0",30,5,7,206.64,6,222.58,"0","2",72,"0",40.5,2845.7,"0",0,0,"1",32.3,2255.7,"1",28.75,1960,"0","0",0,"1","0","0","1","0","0","0","0","1","1",16,"1","1","1","0","1","1","0","0","1","0","0","0","0"
"2585","6113-JHHYBW-XSD","1","1","0",45,"4","Octubre",19,"4","3","0",12,"4","0",36,"2",6.7,0.9045,1.5075,"0","3","0",-1,"-1",1,5,0,0,0,0,0,0,5,"1","1",14,"3",3,"1","0",16.6,"1","0","0","1","1",15,"1","0","1","0","0","0","0","0","0","0","1","4","0","0","1","4","2","2","0",17,5,"2","4","1","0",14,4,12,381.8,2,92.63,"1","3",37,"1",5.25,197.45,"1",15.5,589.45,"1",53.5,1918.8,"0",0,0,"1","43.2",1592.55,"1","1","1","4","1","1","1","1","1","1",17,"1","1","1","1","1","1","1","0","1","0","0","0","0"
"2586","8410-FQPPXE-I4J","2","4","1",38,"4","Septiembre",17,"4","1","0",8,"3","0",56,"3",15.1,2.968056,5.487944,"0","1","1",19,"4",2,0,0,0,0,0,0,0,0,"1","3",12,"3",3,"1","0",29.1,"2","0","0","1","1",23,"1","0","0","0","0","0","0","0","0","0","9","4","1","0","0","3","2","3","0",20,5,"1","1","2","0",15,4,9,252.09,5,120.61,"0","2",44,"0",11.2,519.2,"0",0,0,"0",0,0,"1",28.25,1110,"0","0",0,"1","0","0","2","0","0","0","0","0","1",21,"1","1","1","0","1","1","1","0","1","0","0","1","0"
"2587","9224-JXEVZX-X5R","5","2","1",34,"3","Octubre",17,"4","2","1",1,"1","0",31,"2",17.8,2.356186,3.161814,"0","3","0",-1,"-1",2,1,0,0,1,0,0,0,0,"1","1",13,"3",2,"0","0",11,"1","0","0","10","5",22,"1","0","0","0","0","0","0","0","0","1","9","3","0","1","1","2","2","1","0",9,3,"3","3","4","1",4,2,15,331.77,3,60.21,"1","3",11,"1",6.85,67.85,"0",0,0,"1",25.2,262.25,"0",0,0,"0","0",0,"1","0","0","2","0","0","0","0","0","1",17,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"2588","4556-TQTGUZ-DNE","1","1","0",34,"3","Julio",13,"2","6","0",8,"3","0",29,"2",10.4,1.860872,1.155128,"1","5","1",14,"2",4,12,0,0,0,0,0,2,10,"0","1",5,"2",2,"1","1",17.1,"1","0","0","1","1",24,"1","0","0","0","0","0","0","0","0","0","9","4","1","1","0","3","3","3","1",15,4,"1","1","3","0",13,4,13,527.04,8,494.53,"1","3",35,"0",7.45,212,"1",23,800.7,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","1","1","1","1","0","1",20,"1","1","1","0","0","1","0","0","1","0","0","0","0"
"2589","9627-ISOUSK-GQW","5","1","0",68,"6","Marzo",16,"3","6","0",22,"5","1",34,"2",6.6,0.058344,2.185656,"0","3","0",-1,"-1",1,3,0,0,0,0,0,0,3,"0","2",5,"2",2,"1","1",16.7,"1","0","0","1","1",17,"1","0","0","0","0","0","0","0","0","0","9","5","0","0","1","2","1","1","0",23,5,"3","2","1","1",16,5,4,59.24,1,15.18,"0","2",53,"0",9.9,551.5,"1",21.5,1143.85,"1",46.2,2370.1,"1",30.25,1605,"1","48.65",2642.55,"1","1","1","2","1","1","1","1","1","1",15,"1","1","1","1","1","1","1","1","1","0","1","1","0"
"2590","3294-ANQASB-WNC","2","1","1",39,"4","Mayo",12,"2","6","0",10,"3","0",43,"2",8.8,0.953568,2.830432,"0","5","1",18,"4",2,5,0,0,0,0,0,0,5,"0","2",17,"4",2,"0","1",15.7,"1","0","0","4","3",26,"1","1","0","1","0","0","0","0","0","0","1","6","1","1","0","3","1","1","0",17,5,"1","4","1","0",11,4,9,383.98,5,152.41,"1","1",50,"1",6,302,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",22,"1","1","1","0","0","1","1","0","1","0","0","0","0"
"2591","0703-XBDCJR-LVF","3","4","1",22,"2","Febrero",11,"1","2","0",0,"1","0",31,"2",9.5,1.334085,1.610915,"0","1","1",12,"2",3,0,0,0,0,0,0,0,0,"1","1",2,"1",1,"1","0",15.8,"1","0","0","4","3",28,"0","0","0","1","0","0","0","1","0","0","9","2","1","0","0","2","1","4","0",1,1,"4","1","4","0",1,1,4,91.86,9,195.66,"0","1",1,"1",1.35,1.35,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",19,"0","1","1","0","0","1","0","0","0","1","0","0","0"
"2592","7938-IMWPXX-676","3","1","0",74,"6","Agosto",14,"2","2","0",1,"1","1",9,"1",6,0.34722,0.19278,"0","1","0",-1,"-1",1,1,1,0,0,0,0,0,0,"0","2",12,"3",1,"1","0",4.6,"1","1","0","3","2",22,"0","1","1","0","0","0","0","0","0","0","9","4","1","0","0","1","1","3","0",16,5,"4","2","1","0",7,3,8,200.03,7,211.05,"0","2",27,"0",6.95,177.15,"0",0,0,"0",0,0,"1",16.5,445,"0","0",0,"0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0","0","0","0","1","0","0","0","0"
"2593","1679-VJQAVF-08T","5","5","0",64,"5","Febrero",14,"2","1","1",18,"5","0",81,"4",14.2,6.452622,5.049378,"0","3","1",10,"1",3,6,0,0,0,0,0,0,6,"1","2",34,"5",3,"1","1",33.6,"2","1","0","1","1",26,"1","0","0","1","0","0","1","1","0","0","1","4","1","0","0","4","3","3","0",29,5,"2","2","1","0",24,5,14,704.84,4,173.26,"0","2",60,"0",19.1,1117.8,"1",34,2051.5,"0",0,0,"1",20.25,1250,"1","42.25",2378.2,"1","0","1","0","1","1","1","1","0","1",24,"1","1","1","1","1","1","1","0","1","0","0","0","0"
"2594","6697-TBWQER-JLA","2","3","0",50,"5","Marzo",19,"4","5","0",14,"4","0",120,"4",12.6,2.46456,12.65544,"0","5","0",-1,"-1",2,5,0,0,0,1,0,0,4,"1","3",28,"5",4,"1","0",25.7,"2","0","1","1","1",18,"1","0","0","0","0","0","0","1","0","0","9","2","1","0","1","4","4","2","0",26,5,"2","4","2","0",19,5,7,204.04,4,152.8,"0","3",61,"0",11.15,679.9,"1",21.5,1366.4,"1",56.6,3389.65,"1",22.25,1260,"1","66.85",4070,"1","1","1","4","1","1","1","1","1","1",14,"1","1","1","1","1","1","1","1","1","0","0","1","0"
"2595","9122-ZFPMCO-NFJ","1","2","1",49,"4","Enero",12,"2","2","0",5,"2","0",48,"2",10.8,1.50336,3.68064,"0","3","1",14,"2",3,9,0,0,0,0,0,0,9,"1","1",16,"4",3,"1","1",16.5,"1","0","1","1","1",13,"1","0","0","1","0","0","0","0","0","0","2","2","0","1","0","2","2","4","1",15,4,"3","4","1","0",14,4,12,427.64,3,91.73,"1","3",42,"0",12.05,521.7,"1",28,1131.8,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",24,"1","1","1","0","0","1","0","0","0","0","0","0","0"
